file,page,line_num,text,lang,score,ppl,cat
CTX199600359,103,60,C4,N/A,0,0,Non-text,
CTX199600359,103,66,278,N/A,0,0,Non-text,
CTX199600359,103,67,C4,N/A,0,0,Non-text,
CTX199600359,103,71,hl.210 - 230cm,N/A,0,0,Non-text,
CTX199600359,103,58,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,103,61,okolí o. 33,ces_Latn,0.9352,2339.55,Clear,
CTX199600359,103,62,tmavá hlinitá krope ¬,slk_Latn,0.7388,657.48,Clear,
CTX199600359,103,63,"natá, hl.130-150cm",slk_Latn,0.4585,763.99,Clear,
CTX199600359,103,64,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,103,65,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,103,68,o. 33 výplň,slk_Latn,0.6715,1748.02,Clear,
CTX199600359,103,69,hlinitá probarvená u,ces_Latn,0.9136,2439.43,Clear,
CTX199600359,103,70,Z části nade dnem,ces_Latn,1.0000,462.26,Clear,
CTX199600359,103,72,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,103,73,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,103,74,cihla,slk_Latn,0.5442,1686.80,Clear,
CTX199600359,103,76,279,N/A,0,0,Non-text,
CTX199600359,103,77,C4,N/A,0,0,Non-text,
CTX199600359,103,84,280,N/A,0,0,Non-text,
CTX199600359,103,85,B4,N/A,0,0,Non-text,
CTX199600359,103,89,281,N/A,0,0,Non-text,
CTX199600359,103,90,B4,N/A,0,0,Non-text,
CTX199600359,103,75,mušle,ces_Latn,0.6645,12200.95,Clear,
CTX199600359,103,78,o. 33 výplň,slk_Latn,0.6715,1748.02,Clear,
CTX199600359,103,79,"u V žahl, části",ces_Latn,1.0000,520.38,Clear,
CTX199600359,103,80,hl. 230cm,gle_Latn,0.3554,5143.12,Clear,
CTX199600359,103,81,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,103,82,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,103,83,struska,pol_Latn,0.6387,1071.47,Clear,
CTX199600359,103,86,tmavá hlinitá vrstva,slk_Latn,0.9933,572.81,Clear,
CTX199600359,103,87,"hl,150-160cm",deu_Latn,0.2992,384.53,Clear,
CTX199600359,103,88,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,103,91,tmavá hlinitá,slk_Latn,0.9259,1250.77,Clear,
CTX199600359,103,92,hl.160- 175cm,deu_Latn,0.3201,1783.30,Clear,
CTX199600359,104,1,36,N/A,0,0,Non-text,
CTX199600359,104,4,mmmmmm,N/A,0,0,Non-text,
CTX199600359,104,5,282,N/A,0,0,Non-text,
CTX199600359,104,7,mmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,104,8,B4,N/A,0,0,Non-text,
CTX199600359,104,11,mmmmmmmmmmmmmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,104,13,hl. 175 - 195cm,N/A,0,0,Non-text,
CTX199600359,104,15,mmmmmmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,104,17,"4,8",N/A,0,0,Non-text,
CTX199600359,103,93,"keramika, Obr .1",vie_Latn,0.3873,1508.50,Clear,
CTX199600359,103,94,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,104,2,Číslo,slk_Latn,0.7885,22248.29,Clear,
CTX199600359,104,3,sáčku,ces_Latn,0.6294,6925.73,Clear,
CTX199600359,104,6,Sonda,tur_Latn,0.2650,1137833.25,Clear,
CTX199600359,104,9,objekt popis,hrv_Latn,0.9604,2609.01,Clear,
CTX199600359,104,10,vrstva,slv_Latn,0.9992,2818.84,Clear,
CTX199600359,104,12,tmavá hlinitá,slk_Latn,0.9259,1250.77,Clear,
CTX199600359,104,14,nálezy,slk_Latn,0.8419,9070.55,Clear,
CTX199600359,104,16,keramika:Obr.2-,vie_Latn,0.4511,859.79,Clear,
CTX199600359,104,18,plochý kamenný,slk_Latn,0.8976,425.45,Clear,
CTX199600359,104,19,"polotovar,",slv_Latn,0.9691,454.66,Clear,
CTX199600359,104,21,283,N/A,0,0,Non-text,
CTX199600359,104,22,04,N/A,0,0,Non-text,
CTX199600359,104,27,284,N/A,0,0,Non-text,
CTX199600359,104,28,B4,N/A,0,0,Non-text,
CTX199600359,104,20,"18 x 6,4cm",deu_Latn,0.5479,511.38,Clear,
CTX199600359,104,23,tmavá hnědá hli,ces_Latn,1.0000,240.43,Clear,
CTX199600359,104,24,hli- 160cm,gle_Latn,0.4121,4631.98,Clear,
CTX199600359,104,25,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,104,26,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,104,29,tmavá hlinitá,slk_Latn,0.9259,1250.77,Clear,
CTX199600359,104,30,hl.195 -215cm,deu_Latn,0.2678,2151.74,Clear,
CTX199600359,104,31,keramika:Obr.9,vie_Latn,0.4803,1505.92,Clear,
CTX199600359,104,32,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,104,33,polovina kamen,bos_Latn,0.6126,2324.79,Clear,
CTX199600359,104,34,"kamentěrky,",ces_Latn,0.9915,1418.62,Clear,
CTX199600359,104,35,$ 7cm,deu_Latn,0.7180,10532.65,Clear,
CTX199600359,104,37,285,N/A,0,0,Non-text,
CTX199600359,104,38,B4,N/A,0,0,Non-text,
CTX199600359,104,40,hl.215 - 235cm,N/A,0,0,Non-text,
CTX199600359,104,43,286,N/A,0,0,Non-text,
CTX199600359,104,44,B4,N/A,0,0,Non-text,
CTX199600359,104,46,hl.215 - 235,N/A,0,0,Non-text,
CTX199600359,104,36,mušle,ces_Latn,0.6645,12200.95,Clear,
CTX199600359,104,39,tmavá hlinitá,slk_Latn,0.9259,1250.77,Clear,
CTX199600359,104,41,keramika:Obr.11,vie_Latn,0.4105,1502.15,Clear,
CTX199600359,104,42,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,104,45,tmavá hlinitá,slk_Latn,0.9259,1250.77,Clear,
CTX199600359,104,47,keramika:Obr.12,vie_Latn,0.3444,1481.99,Clear,
CTX199600359,104,48,"kosti "" 13",ces_Latn,0.6297,2290.45,Clear,
CTX199600359,104,49,přeslen (ker.),ces_Latn,1.0000,1017.12,Clear,
CTX199600359,104,50,"$ 4,OOcm Obr.6",pol_Latn,0.5309,2986.80,Clear,
CTX199600359,104,51,kostěnné šidlo,ces_Latn,1.0000,781.48,Clear,
CTX199600359,104,52,"dl. 12,OOcm",deu_Latn,0.2837,5165.84,Clear,
CTX199600359,104,53,Obr. 6,vie_Latn,0.9581,735.20,Clear,
CTX199600359,104,54,287,N/A,0,0,Non-text,
CTX199600359,104,55,B4,N/A,0,0,Non-text,
CTX199600359,104,57,hl.235 - 255cm,N/A,0,0,Non-text,
CTX199600359,104,61,288,N/A,0,0,Non-text,
CTX199600359,104,66,289,N/A,0,0,Non-text,
CTX199600359,104,70,290,N/A,0,0,Non-text,
CTX199600359,104,56,tmavá hlinitá,slk_Latn,0.9259,1250.77,Clear,
CTX199600359,104,58,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,104,59,Obr. 24,vie_Latn,0.9542,1055.68,Clear,
CTX199600359,104,60,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,104,62,mezi hradební zdí a klenbou přileh,ces_Latn,1.0000,750.26,Clear,
CTX199600359,104,63,"přilehsklepa, mezi 1.- 2. žebrem",ces_Latn,1.0000,556.44,Clear,
CTX199600359,104,64,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,104,65,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,104,67,"dtto, mezi 2. -3. žebrem",ces_Latn,1.0000,784.64,Clear,
CTX199600359,104,68,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,104,69,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,104,71,začisťování západní části S pro,ces_Latn,1.0000,375.05,Clear,
CTX199600359,104,75,291,N/A,0,0,Non-text,
CTX199600359,104,76,D2,N/A,0,0,Non-text,
CTX199600359,104,84,292,N/A,0,0,Non-text,
CTX199600359,104,85,E5,N/A,0,0,Non-text,
CTX199600359,104,72,prostavební jámy,ces_Latn,1.0000,2167.44,Clear,
CTX199600359,104,73,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,104,74,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,104,77,0.24 -začisťování,ces_Latn,0.9996,1186.30,Clear,
CTX199600359,104,78,"v profilu staveb,",slk_Latn,0.7583,2093.12,Clear,
CTX199600359,104,79,jámy,ces_Latn,0.9945,32881.12,Clear,
CTX199600359,104,80,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,104,81,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,104,82,Fe: amorf.ty ¬,eng_Latn,0.4690,2123.03,Clear,
CTX199600359,104,83,činka,ces_Latn,0.7407,2010824.25,Clear,
CTX199600359,104,86,o. 34 - výplň,slk_Latn,0.6487,867.52,Clear,
CTX199600359,104,87,hlinitá s kusy jílu,ces_Latn,0.9971,1739.30,Clear,
CTX199600359,105,1,37,N/A,0,0,Non-text,
CTX199600359,105,4,mmmmmm,N/A,0,0,Non-text,
CTX199600359,105,5,293,N/A,0,0,Non-text,
CTX199600359,105,7,mmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,105,8,E5,N/A,0,0,Non-text,
CTX199600359,105,11,mmmmmmmmmmmmmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,105,15,mmmmmmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,104,88,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,104,89,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,105,2,Číslo,slk_Latn,0.7885,22248.29,Clear,
CTX199600359,105,3,sáčku,ces_Latn,0.6294,6925.73,Clear,
CTX199600359,105,6,Sonda,tur_Latn,0.2650,1137833.25,Clear,
CTX199600359,105,9,objekt popis,hrv_Latn,0.9604,2609.01,Clear,
CTX199600359,105,10,vrstva,slv_Latn,0.9992,2818.84,Clear,
CTX199600359,105,12,o. 34 - výplň,slk_Latn,0.6487,867.52,Clear,
CTX199600359,105,13,"hlinitá, přehozená",ces_Latn,1.0000,583.71,Clear,
CTX199600359,105,14,nálezy,slk_Latn,0.8419,9070.55,Clear,
CTX199600359,105,16,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,105,17,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,105,18,294,N/A,0,0,Non-text,
CTX199600359,105,19,E5,N/A,0,0,Non-text,
CTX199600359,105,26,295,N/A,0,0,Non-text,
CTX199600359,105,27,D5,N/A,0,0,Non-text,
CTX199600359,105,32,296,N/A,0,0,Non-text,
CTX199600359,105,33,A6,N/A,0,0,Non-text,
CTX199600359,105,20,o. 34 - výplň,slk_Latn,0.6487,867.52,Clear,
CTX199600359,105,21,tmavá jílovitá,ces_Latn,0.9995,586.07,Clear,
CTX199600359,105,22,s kusy dreva,slk_Latn,0.9932,1559.79,Clear,
CTX199600359,105,23,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,105,24,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,105,25,škeble,slv_Latn,0.8823,7073.53,Clear,
CTX199600359,105,28,o.34a - výplň,slk_Latn,0.9154,646.97,Clear,
CTX199600359,105,29,tmavá jílovitá,ces_Latn,0.9995,586.07,Clear,
CTX199600359,105,30,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,105,31,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,105,34,V profil,slk_Latn,0.5817,84889.43,Clear,
CTX199600359,105,35,stav. jámy,ces_Latn,0.8915,2344.49,Clear,
CTX199600359,105,38,o.4,N/A,0,0,Non-text,
CTX199600359,105,41,297,N/A,0,0,Non-text,
CTX199600359,105,42,A6,N/A,0,0,Non-text,
CTX199600359,105,47,298,N/A,0,0,Non-text,
CTX199600359,105,48,A6,N/A,0,0,Non-text,
CTX199600359,105,36,"černá hutná kult,",ces_Latn,0.9138,782.19,Clear,
CTX199600359,105,37,vrstva vedle sklepa,slv_Latn,0.9998,1831.76,Clear,
CTX199600359,105,39,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,105,40,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,105,43,vkop u nároží zdiva,ces_Latn,0.9859,472.16,Clear,
CTX199600359,105,44,sklepa o.4,slv_Latn,0.9595,1733.40,Clear,
CTX199600359,105,45,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,105,46,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,105,49,zásyp kůlové jámy,ces_Latn,0.9979,650.21,Clear,
CTX199600359,105,50,ve zdivu sklepa o.4,ces_Latn,0.9802,3801.03,Clear,
CTX199600359,105,51,červenohnědá propál.,ces_Latn,0.9999,501.90,Clear,
CTX199600359,105,52,hlína s kusy mazanice,ces_Latn,0.9404,1252.65,Clear,
CTX199600359,105,54,299,N/A,0,0,Non-text,
CTX199600359,105,55,D5,N/A,0,0,Non-text,
CTX199600359,105,60,300,N/A,0,0,Non-text,
CTX199600359,105,61,D4,N/A,0,0,Non-text,
CTX199600359,105,68,301,N/A,0,0,Non-text,
CTX199600359,105,69,D4,N/A,0,0,Non-text,
CTX199600359,105,53,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,105,56,"o. 34a výplň, tma",slk_Latn,0.9783,772.57,Clear,
CTX199600359,105,57,tmapísčitás uhlíky a,ces_Latn,0.5130,2632.45,Clear,
CTX199600359,105,58,zetlelým dřevem,ces_Latn,1.0000,437.69,Clear,
CTX199600359,105,59,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,105,62,0.35- začisťování,ces_Latn,0.9998,768.63,Clear,
CTX199600359,105,63,profilu,min_Latn,0.5114,826.67,Clear,
CTX199600359,105,64,"černá hlinitá,občas",slk_Latn,0.8147,1599.79,Clear,
CTX199600359,105,65,"kámen, hl.140 - 220cm",ces_Latn,0.5256,891.63,Clear,
CTX199600359,105,66,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,105,67,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,105,70,0.35 - výplň v sile,slk_Latn,0.9198,616.16,Clear,
CTX199600359,105,75,302,N/A,0,0,Non-text,
CTX199600359,105,76,D4,N/A,0,0,Non-text,
CTX199600359,105,81,303,N/A,0,0,Non-text,
CTX199600359,105,82,D4,N/A,0,0,Non-text,
CTX199600359,105,86,304,N/A,0,0,Non-text,
CTX199600359,105,87,E5,N/A,0,0,Non-text,
CTX199600359,105,71,20cm odebrána z pro,ces_Latn,0.9999,1546.19,Clear,
CTX199600359,105,72,prohl.140-220cm,ces_Latn,0.9298,1676.37,Clear,
CTX199600359,105,73,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,105,74,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,105,77,0.35- výplň dtto,slk_Latn,0.7271,997.64,Clear,
CTX199600359,105,78,hl. 220-280cm,deu_Latn,0.3743,1136.09,Clear,
CTX199600359,105,79,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,105,80,0br.5,vie_Latn,0.4430,756.53,Clear,
CTX199600359,105,83,o.35a- výplň hnědá,ces_Latn,1.0000,330.14,Clear,
CTX199600359,105,84,"světlá, hl.280-290cm",ces_Latn,0.9993,468.86,Clear,
CTX199600359,105,85,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,105,88,"kult, vrstva v Z stě",ces_Latn,0.9703,879.20,Clear,
CTX199600359,105,93,305,N/A,0,0,Non-text,
CTX199600359,105,94,E5,N/A,0,0,Non-text,
CTX199600359,106,1,38,N/A,0,0,Non-text,
CTX199600359,106,4,mmmmmm,N/A,0,0,Non-text,
CTX199600359,106,5,306,N/A,0,0,Non-text,
CTX199600359,105,89,stěvýkopu pro kanali,ces_Latn,0.9999,335.61,Clear,
CTX199600359,105,90,kanalihl.160- 220cm,est_Latn,0.5018,1395.03,Clear,
CTX199600359,105,91,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,105,92,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,105,95,dtto hnědá hlinitá,ces_Latn,0.9854,701.16,Clear,
CTX199600359,105,96,hl.200cm,gle_Latn,0.2754,1249.14,Clear,
CTX199600359,105,97,kamenná sekerka,ces_Latn,0.9341,4417.91,Clear,
CTX199600359,105,98,"plochá,dl.6,2",vie_Latn,0.7279,692.22,Clear,
CTX199600359,105,99,Obr.5,vie_Latn,0.8817,869.01,Clear,
CTX199600359,106,2,Číslo,slk_Latn,0.7885,22248.29,Clear,
CTX199600359,106,3,sáčku,ces_Latn,0.6294,6925.73,Clear,
CTX199600359,106,6,Sonda,tur_Latn,0.2650,1137833.25,Clear,
CTX199600359,106,7,mmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,106,8,E5,N/A,0,0,Non-text,
CTX199600359,106,11,mmmmmmmmmmmmmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,106,16,mmmmmmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,106,19,307,N/A,0,0,Non-text,
CTX199600359,106,20,E5,N/A,0,0,Non-text,
CTX199600359,106,9,Objekt popis,hrv_Latn,0.9833,2662.35,Clear,
CTX199600359,106,10,vrstva,slv_Latn,0.9992,2818.84,Clear,
CTX199600359,106,12,o. 34 výplň hnědá s,ces_Latn,1.0000,439.28,Clear,
CTX199600359,106,13,"drobnou opukou,jílem",ces_Latn,1.0000,4367.60,Clear,
CTX199600359,106,14,"a uhlíky, 1. vrstva",slk_Latn,0.8880,554.82,Clear,
CTX199600359,106,15,nálezy,slk_Latn,0.8419,9070.55,Clear,
CTX199600359,106,17,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,106,18,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,106,21,o. 34 výplň hnědá s,ces_Latn,1.0000,439.28,Clear,
CTX199600359,106,22,tenkými vrstvičkami,slk_Latn,0.7416,392.13,Clear,
CTX199600359,106,23,"jílu, 2. vrstva",slv_Latn,0.7777,646.08,Clear,
CTX199600359,106,24,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,106,26,308,N/A,0,0,Non-text,
CTX199600359,106,27,E5,N/A,0,0,Non-text,
CTX199600359,106,32,309,N/A,0,0,Non-text,
CTX199600359,106,33,A6,N/A,0,0,Non-text,
CTX199600359,106,25,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,106,28,o. 34 výplň těžká,ces_Latn,1.0000,290.94,Clear,
CTX199600359,106,29,"j ílovitá,3. vrstva",slv_Latn,0.5267,668.77,Clear,
CTX199600359,106,30,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,106,31,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,106,34,"o.4 - sklep, zásyp",ces_Latn,0.5448,741.81,Clear,
CTX199600359,106,35,"S části, šedý hutný,",ces_Latn,1.0000,132.69,Clear,
CTX199600359,106,36,občas kámen n. cihla,ces_Latn,0.6076,446.14,Clear,
CTX199600359,106,37,hl.290-320cm,deu_Latn,0.3959,1848.86,Clear,
CTX199600359,106,38,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,106,39,"Fe:l hřeb,lplo-",ces_Latn,0.9967,688.83,Clear,
CTX199600359,106,40,chý masivní pá,ces_Latn,1.0000,338.62,Clear,
CTX199600359,106,43,310,N/A,0,0,Non-text,
CTX199600359,106,44,A6,N/A,0,0,Non-text,
CTX199600359,106,51,311,N/A,0,0,Non-text,
CTX199600359,106,52,C6,N/A,0,0,Non-text,
CTX199600359,106,56,312,N/A,0,0,Non-text,
CTX199600359,106,57,A4-5,N/A,0,0,Non-text,
CTX199600359,106,41,"pá3 ,0x5,2cm",ces_Latn,0.4379,651.38,Clear,
CTX199600359,106,42,kachle,ces_Latn,0.5488,1631.12,Clear,
CTX199600359,106,45,"o.4 sklep,zásyp",hun_Latn,0.5968,1381.14,Clear,
CTX199600359,106,46,"strední části ,šedo-",ces_Latn,1.0000,1180.78,Clear,
CTX199600359,106,47,černá prepálená s,slk_Latn,0.9543,1324.16,Clear,
CTX199600359,106,48,kusy mazanice a cihel,slk_Latn,0.3680,665.67,Clear,
CTX199600359,106,49,hl. 260-280cm,deu_Latn,0.2598,1279.82,Clear,
CTX199600359,106,50,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,106,53,o. 37 - zbytek zemni,ces_Latn,0.8384,2681.15,Clear,
CTX199600359,106,54,zemniS okraj při dně,ces_Latn,1.0000,260.78,Clear,
CTX199600359,106,55,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,106,58,o. 38 - sklep zří,ces_Latn,1.0000,1053.66,Clear,
CTX199600359,106,63,313,N/A,0,0,Non-text,
CTX199600359,106,70,313a,N/A,0,0,Non-text,
CTX199600359,106,71,C6,N/A,0,0,Non-text,
CTX199600359,106,59,"zří, púv.klenutý,",ces_Latn,0.9565,158.60,Clear,
CTX199600359,106,60,zásyp černý bahnitý,ces_Latn,0.5207,495.33,Clear,
CTX199600359,106,61,hl.320cm,vie_Latn,0.4120,4949.63,Clear,
CTX199600359,106,62,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,106,64,B6-C6,bod_Tibt,0.8734,104.77,Clear,
CTX199600359,106,65,o. 37 -zbytek zemni-,ces_Latn,0.5962,2058.94,Clear,
CTX199600359,106,66,"ce,tmavěšedá s drob",ces_Latn,0.9958,1455.50,Clear,
CTX199600359,106,67,drobopukou těsně nad,ces_Latn,1.0000,245.15,Clear,
CTX199600359,106,68,dnem,ces_Latn,0.8227,4560.22,Clear,
CTX199600359,106,69,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,106,72,šedá vrstva popelo-,slv_Latn,0.4327,975.70,Clear,
CTX199600359,106,73,"vitá, překrývající",ces_Latn,1.0000,99.74,Clear,
CTX199600359,106,74,o.37,N/A,0,0,Non-text,
CTX199600359,106,77,314,N/A,0,0,Non-text,
CTX199600359,106,82,315,N/A,0,0,Non-text,
CTX199600359,106,83,C6,N/A,0,0,Non-text,
CTX199600359,106,75,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,106,76,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,106,78,C6-D6,vie_Latn,0.9145,75.22,Clear,
CTX199600359,106,79,o. 39 jáma patrná,ces_Latn,0.9512,2782.19,Clear,
CTX199600359,106,80,"v profilu, začistění",ces_Latn,1.0000,464.25,Clear,
CTX199600359,106,81,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,106,84,"o. 39a ** 1och""",pol_Latn,0.3486,3948.01,Clear,
CTX199600359,106,85,blok černé výplně,ces_Latn,1.0000,381.24,Clear,
CTX199600359,106,86,"ze stěny sklepa,",ces_Latn,1.0000,1028.06,Clear,
CTX199600359,106,87,který zde končil,ces_Latn,1.0000,591.05,Clear,
CTX199600359,106,88,hl.220-320cm,deu_Latn,0.4826,1469.56,Clear,
CTX199600359,106,89,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,107,1,39,N/A,0,0,Non-text,
CTX199600359,107,4,mmmmmm,N/A,0,0,Non-text,
CTX199600359,107,5,316,N/A,0,0,Non-text,
CTX199600359,107,7,mmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,107,8,E5,N/A,0,0,Non-text,
CTX199600359,107,11,mmmmmmmmmmmmmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,107,16,mmmmmmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,106,90,kachle,ces_Latn,0.5488,1631.12,Clear,
CTX199600359,107,2,Číslo,slk_Latn,0.7885,22248.29,Clear,
CTX199600359,107,3,sáčku,ces_Latn,0.6294,6925.73,Clear,
CTX199600359,107,6,Sonda,tur_Latn,0.2650,1137833.25,Clear,
CTX199600359,107,9,objekt popis,hrv_Latn,0.9604,2609.01,Clear,
CTX199600359,107,10,vrstva,slv_Latn,0.9992,2818.84,Clear,
CTX199600359,107,12,o.34 -výplň,slk_Latn,0.7699,897.00,Clear,
CTX199600359,107,13,"V okraj,šedá,j ílo-",ces_Latn,0.9378,535.62,Clear,
CTX199600359,107,14,vitá při dně,ces_Latn,1.0000,123.75,Clear,
CTX199600359,107,15,nálezy,slk_Latn,0.8419,9070.55,Clear,
CTX199600359,107,17,Fe: tyčinka,slk_Latn,0.8584,15865.96,Clear,
CTX199600359,107,18,zašpičatělá,ces_Latn,1.0000,293.89,Clear,
CTX199600359,107,21,317,N/A,0,0,Non-text,
CTX199600359,107,22,A5-6,N/A,0,0,Non-text,
CTX199600359,107,23,B5-6,N/A,0,0,Non-text,
CTX199600359,107,30,318,N/A,0,0,Non-text,
CTX199600359,107,19,plochá,ces_Latn,0.7665,6020.52,Clear,
CTX199600359,107,20,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,107,24,o. 40 sklep,slv_Latn,0.9442,2548.25,Clear,
CTX199600359,107,25,"zničeno,získán pouze",ces_Latn,0.9999,1018.59,Clear,
CTX199600359,107,26,vzorek výplně-šedá,ces_Latn,0.9996,344.39,Clear,
CTX199600359,107,27,"jílovitá, místy do",ces_Latn,1.0000,828.99,Clear,
CTX199600359,107,28,červena vypálenou,ces_Latn,0.9984,1026.84,Clear,
CTX199600359,107,29,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,107,31,C6 -D6,vie_Latn,0.8876,333.88,Clear,
CTX199600359,107,32,pravěk,ces_Latn,1.0000,939.45,Clear,
CTX199600359,107,33,o.39 soujámí začistě-,ces_Latn,1.0000,584.16,Clear,
CTX199600359,107,34,né v profilu,slk_Latn,0.8650,3555.41,Clear,
CTX199600359,107,38,319,N/A,0,0,Non-text,
CTX199600359,107,45,320,N/A,0,0,Non-text,
CTX199600359,107,35,tmavě šedá s drobnou,ces_Latn,1.0000,899.05,Clear,
CTX199600359,107,36,opukou,ces_Latn,0.9159,5862.70,Clear,
CTX199600359,107,37,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,107,39,C6-D6,vie_Latn,0.9145,75.22,Clear,
CTX199600359,107,40,"o. 39a "" loch""",vie_Latn,0.4422,1195.55,Clear,
CTX199600359,107,41,výplň jílovitá šedá,ces_Latn,0.9996,368.22,Clear,
CTX199600359,107,42,s uhlíky a kusy men,ces_Latn,0.9324,1303.29,Clear,
CTX199600359,107,43,menopuky a cihel,slk_Latn,0.9988,1390.38,Clear,
CTX199600359,107,44,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,107,46,zdivo,ces_Latn,0.9760,2091.62,Clear,
CTX199600359,107,47,pivovaru,est_Latn,0.3485,5827.62,Clear,
CTX199600359,107,48,dodatečně použitý a vyzdění,ces_Latn,1.0000,118.18,Clear,
CTX199600359,107,51,321,N/A,0,0,Non-text,
CTX199600359,107,52,D3,N/A,0,0,Non-text,
CTX199600359,107,58,322,N/A,0,0,Non-text,
CTX199600359,107,59,A4,N/A,0,0,Non-text,
CTX199600359,107,64,16,N/A,0,0,Non-text,
CTX199600359,107,49,starší kamenný architektonický,ces_Latn,0.5296,470.45,Clear,
CTX199600359,107,50,článek - abacus,ces_Latn,1.0000,586.76,Clear,
CTX199600359,107,53,"hloubení stav, jámy",ces_Latn,0.9999,1462.30,Clear,
CTX199600359,107,54,u S zdivá lednice,ces_Latn,1.0000,53780.43,Clear,
CTX199600359,107,55,"pivovaru,hl.300-320cm",deu_Latn,0.0874,2889.86,Clear,
